Capacity_Constraint,Overall_Cost
0.0,297637.1765242343
12.79041781111111,277076.205183166
25.58083562222222,260153.95446685058
38.37125343333333,248964.64517748368
51.16167124444444,242718.50621797933
63.952089055555554,238710.5464077125
76.74250686666666,235875.78392842523
89.53292467777777,234503.27123653286
102.32334248888888,233807.44663960626
115.1137603,233654.6770275655
